campaign_id,gender,age_range,education_level,country,state,sentiment_category
1,male,18-24,other,Mexico,Other,negative
1,male,18-24,other,South Africa,Other,positive
1,male,45-54,highschool,Peru,Other,neutral
1,prefer not to say,other,other,Australia,Other,positive
1,prefer not to say,35-44,other,South Africa,Other,positive
1,prefer not to say,55-64,other,South Korea,Other,positive
1,male,35-44,elementary,India,Other,positive
1,prefer not to say,65+,master,South Africa,Other,positive
1,male,18-24,other,Colombia,Other,positive
1,male,25-34,highschool,India,Other,negative
1,prefer not to say,35-44,master,Japan,Other,positive
1,female,55-64,master,France,Other,positive
1,prefer not to say,65+,elementary,Chile,Other,neutral
1,male,45-54,phd,Australia,Other,neutral
1,other,65+,phd,Japan,Other,positive
1,female,45-54,elementary,Brazil,SC,positive
1,male,other,other,Mexico,Other,neutral
1,male,18-24,phd,Australia,Other,positive
1,prefer not to say,other,other,China,Other,negative
1,prefer not to say,other,elementary,Colombia,Other,neutral
1,male,45-54,elementary,Australia,Other,neutral
1,female,18-24,bachelor,Portugal,Other,positive
1,female,35-44,phd,South Africa,Other,positive
1,other,45-54,highschool,Spain,Other,neutral
1,male,other,phd,Colombia,Other,negative
1,prefer not to say,18-24,elementary,Germany,Other,positive
1,prefer not to say,18-24,elementary,Peru,Other,positive
1,other,18-24,master,Spain,Other,negative
1,female,35-44,elementary,Peru,Other,negative
1,male,55-64,master,Argentina,Other,positive
1,female,35-44,bachelor,Japan,Other,positive
1,prefer not to say,65+,phd,Netherlands,Other,positive
1,other,45-54,master,Netherlands,Other,positive
1,female,25-34,master,Canada,Other,positive
1,prefer not to say,18-24,master,Germany,Other,positive
1,prefer not to say,55-64,elementary,Germany,Other,positive
1,male,18-24,master,South Korea,Other,positive
1,prefer not to say,55-64,highschool,Japan,Other,positive
1,female,65+,other,China,Other,positive
1,other,other,bachelor,Other,Other,positive
1,other,35-44,master,Peru,Other,positive
1,female,55-64,highschool,Peru,Other,neutral
1,male,25-34,phd,Portugal,Other,positive
1,female,55-64,elementary,United States,Other,neutral
1,female,25-34,master,Switzerland,Other,positive
1,other,35-44,bachelor,Other,Other,negative
1,prefer not to say,other,elementary,South Africa,Other,positive
1,male,18-24,highschool,Colombia,Other,neutral
1,other,18-24,highschool,Japan,Other,positive
1,prefer not to say,other,master,Mozambique,Other,positive
1,male,other,highschool,Spain,Other,positive
1,prefer not to say,25-34,highschool,Mozambique,Other,positive
1,other,45-54,master,Other,Other,positive
1,prefer not to say,45-54,master,Germany,Other,positive
1,male,25-34,master,Other,Other,positive
1,male,55-64,master,South Korea,Other,negative
1,male,45-54,master,France,Other,positive
1,other,65+,elementary,Argentina,Other,neutral
1,prefer not to say,55-64,elementary,Portugal,Other,negative
1,prefer not to say,18-24,highschool,Peru,Other,positive
1,male,other,highschool,Other,Other,positive
1,other,45-54,phd,United Kingdom,Other,neutral
1,other,18-24,elementary,Canada,Other,positive
1,male,65+,highschool,Argentina,Other,negative
1,male,other,other,Argentina,Other,negative
1,other,45-54,elementary,United States,Other,positive
1,other,65+,other,Chile,Other,negative
1,male,65+,highschool,Argentina,Other,positive
1,other,25-34,elementary,Australia,Other,negative
1,prefer not to say,18-24,elementary,France,Other,positive
1,female,other,master,Peru,Other,neutral
1,prefer not to say,35-44,bachelor,Australia,Other,negative
1,male,35-44,bachelor,South Africa,Other,positive
1,male,65+,bachelor,United States,Other,neutral
1,male,25-34,bachelor,United Kingdom,Other,positive
1,prefer not to say,65+,highschool,Japan,Other,positive
1,male,65+,bachelor,South Africa,Other,neutral
1,female,18-24,master,Colombia,Other,positive
1,other,45-54,highschool,Peru,Other,neutral
1,prefer not to say,35-44,master,India,Other,negative
1,other,other,other,South Africa,Other,positive
1,female,35-44,bachelor,Switzerland,Other,positive
1,other,25-34,other,Australia,Other,positive
1,other,65+,bachelor,Netherlands,Other,positive
1,female,other,elementary,Mexico,Other,negative
1,female,55-64,phd,United States,Other,positive
1,other,18-24,bachelor,India,Other,positive
1,other,65+,phd,India,Other,positive
1,other,55-64,elementary,Mozambique,Other,positive
1,other,35-44,other,Colombia,Other,neutral
1,other,55-64,master,Peru,Other,positive
1,male,35-44,other,Germany,Other,positive
1,other,55-64,highschool,South Korea,Other,neutral
1,other,25-34,phd,Colombia,Other,positive
1,prefer not to say,55-64,master,Australia,Other,positive
1,male,other,master,Other,Other,positive
1,female,45-54,master,Japan,Other,positive
1,prefer not to say,other,other,Peru,Other,negative
1,male,18-24,master,India,Other,positive
1,female,25-34,highschool,Angola,Other,positive
1,male,55-64,master,Canada,Other,negative
1,male,35-44,other,Angola,Other,negative
1,prefer not to say,35-44,other,France,Other,positive
1,female,45-54,master,India,Other,positive
1,other,25-34,other,China,Other,neutral
1,other,other,bachelor,South Korea,Other,positive
1,female,25-34,master,Italy,Other,positive
1,other,35-44,bachelor,Mozambique,Other,negative
1,other,18-24,master,South Korea,Other,positive
1,male,25-34,master,Mozambique,Other,negative
1,prefer not to say,25-34,phd,Chile,Other,negative
1,female,55-64,master,Netherlands,Other,neutral
1,female,65+,highschool,Australia,Other,negative
1,prefer not to say,45-54,highschool,Spain,Other,positive
1,other,35-44,master,Angola,Other,positive
1,female,45-54,master,Switzerland,Other,positive
1,prefer not to say,other,elementary,United States,Other,positive
1,male,55-64,master,Portugal,Other,positive
1,other,45-54,phd,France,Other,positive
1,prefer not to say,35-44,master,Australia,Other,positive
1,female,45-54,bachelor,Argentina,Other,neutral
1,male,55-64,phd,Netherlands,Other,positive
1,male,55-64,bachelor,United States,Other,neutral
1,male,35-44,elementary,Mexico,Other,negative
1,prefer not to say,45-54,other,Other,Other,positive
1,female,other,other,Netherlands,Other,positive
1,prefer not to say,45-54,bachelor,South Korea,Other,positive
1,other,65+,elementary,France,Other,negative
1,other,45-54,other,Colombia,Other,positive
1,other,25-34,other,Spain,Other,neutral
1,male,25-34,elementary,Mexico,Other,positive
1,female,35-44,highschool,Peru,Other,neutral
1,male,55-64,master,Italy,Other,negative
1,male,45-54,elementary,South Korea,Other,negative
1,female,45-54,phd,Mozambique,Other,neutral
1,other,45-54,elementary,United Kingdom,Other,positive
1,male,55-64,bachelor,Mexico,Other,negative
1,male,other,bachelor,Portugal,Other,negative
1,prefer not to say,35-44,elementary,Spain,Other,positive
1,prefer not to say,65+,phd,Angola,Other,positive
1,male,other,highschool,United Kingdom,Other,neutral
1,female,45-54,other,Japan,Other,negative
1,female,65+,bachelor,Germany,Other,positive
1,prefer not to say,55-64,other,Italy,Other,positive
1,other,55-64,highschool,Mexico,Other,neutral
1,female,35-44,other,Argentina,Other,positive
1,prefer not to say,18-24,phd,South Korea,Other,positive
1,female,35-44,bachelor,Mexico,Other,positive
1,male,45-54,phd,Chile,Other,positive
1,male,65+,other,China,Other,positive
1,female,45-54,bachelor,Brazil,RS,neutral
1,other,55-64,other,China,Other,negative
1,female,65+,elementary,Germany,Other,negative
1,prefer not to say,18-24,master,Mexico,Other,positive
1,other,45-54,highschool,China,Other,negative
1,female,45-54,phd,Angola,Other,positive
1,male,other,elementary,France,Other,positive
1,male,18-24,elementary,Japan,Other,neutral
1,female,55-64,master,Switzerland,Other,neutral
1,female,25-34,elementary,Mozambique,Other,positive
1,other,45-54,phd,Other,Other,positive
1,prefer not to say,other,phd,Netherlands,Other,neutral
1,female,other,master,South Korea,Other,positive
1,male,55-64,highschool,Japan,Other,positive
1,prefer not to say,25-34,master,United Kingdom,Other,positive
1,female,55-64,highschool,Canada,Other,negative
1,prefer not to say,55-64,elementary,Argentina,Other,positive
1,female,55-64,elementary,Other,Other,neutral
1,female,65+,master,Canada,Other,positive
1,other,35-44,master,India,Other,positive
1,prefer not to say,25-34,other,Brazil,BA,neutral
1,female,65+,master,France,Other,positive
1,female,18-24,highschool,Chile,Other,neutral
1,other,25-34,master,Other,Other,positive
1,other,55-64,phd,Switzerland,Other,positive
1,prefer not to say,55-64,master,South Korea,Other,neutral
1,male,18-24,highschool,South Africa,Other,negative
1,female,25-34,phd,Mexico,Other,negative
1,male,other,master,Peru,Other,neutral
1,female,25-34,elementary,South Korea,Other,negative
1,prefer not to say,55-64,elementary,United States,Other,neutral
1,male,25-34,other,Brazil,RJ,positive
1,male,65+,highschool,Portugal,Other,positive
1,prefer not to say,55-64,elementary,Japan,Other,neutral
1,prefer not to say,35-44,elementary,Brazil,DF,negative
1,other,25-34,bachelor,Chile,Other,negative
1,male,other,highschool,Japan,Other,neutral
1,prefer not to say,other,other,Argentina,Other,positive
1,prefer not to say,18-24,highschool,Switzerland,Other,positive
1,female,55-64,bachelor,Germany,Other,negative
1,prefer not to say,65+,bachelor,Angola,Other,negative
1,male,25-34,other,Brazil,BA,positive
1,other,35-44,other,Colombia,Other,neutral
1,male,35-44,elementary,Switzerland,Other,positive
1,male,35-44,phd,Spain,Other,positive
1,female,other,other,Other,Other,positive
1,other,18-24,highschool,South Africa,Other,negative
1,other,35-44,master,Peru,Other,positive
1,prefer not to say,65+,elementary,Canada,Other,neutral
1,other,18-24,bachelor,Australia,Other,positive
1,other,35-44,other,India,Other,neutral
1,prefer not to say,other,highschool,Germany,Other,positive
1,female,18-24,highschool,Brazil,RS,positive
1,prefer not to say,18-24,elementary,India,Other,positive
1,female,other,master,Colombia,Other,positive
1,female,18-24,bachelor,Australia,Other,positive
1,male,35-44,other,Other,Other,positive
1,male,45-54,master,Canada,Other,positive
1,female,25-34,bachelor,Portugal,Other,positive
1,other,45-54,bachelor,Argentina,Other,positive
1,other,35-44,master,Italy,Other,neutral
1,other,45-54,master,Other,Other,positive
1,prefer not to say,65+,elementary,Japan,Other,positive
1,female,45-54,master,Colombia,Other,neutral
1,male,35-44,other,Argentina,Other,neutral
1,other,45-54,phd,Switzerland,Other,neutral
1,other,55-64,elementary,Peru,Other,negative
1,male,55-64,elementary,Argentina,Other,negative
1,female,18-24,highschool,South Korea,Other,positive
1,male,18-24,master,China,Other,positive
1,female,other,elementary,China,Other,negative
1,female,35-44,phd,Italy,Other,neutral
1,other,25-34,elementary,South Africa,Other,positive
1,male,55-64,phd,Portugal,Other,neutral
1,male,65+,master,Portugal,Other,positive
1,prefer not to say,25-34,bachelor,Australia,Other,negative
1,male,65+,elementary,Argentina,Other,positive
1,prefer not to say,other,highschool,United States,Other,negative
1,other,18-24,bachelor,Chile,Other,positive
1,prefer not to say,other,phd,United Kingdom,Other,neutral
1,other,65+,other,Switzerland,Other,positive
1,prefer not to say,45-54,master,India,Other,positive
1,prefer not to say,65+,phd,France,Other,negative
1,female,35-44,master,Mozambique,Other,positive
1,prefer not to say,45-54,phd,Canada,Other,negative
1,male,65+,phd,South Africa,Other,positive
1,male,65+,phd,United Kingdom,Other,negative
1,other,18-24,other,Other,Other,positive
1,other,65+,elementary,India,Other,positive
1,female,25-34,bachelor,China,Other,positive
1,female,65+,other,Argentina,Other,positive
1,female,other,phd,South Korea,Other,neutral
1,other,18-24,phd,Spain,Other,positive
1,female,18-24,master,South Korea,Other,positive
1,male,65+,elementary,South Africa,Other,neutral
1,male,55-64,phd,Argentina,Other,positive
1,male,55-64,highschool,Angola,Other,positive
1,female,18-24,bachelor,Spain,Other,positive
1,prefer not to say,18-24,phd,Netherlands,Other,positive
1,male,55-64,bachelor,Angola,Other,positive
1,prefer not to say,65+,phd,Colombia,Other,positive
1,female,other,phd,Colombia,Other,positive
1,prefer not to say,55-64,phd,Canada,Other,positive
1,other,other,bachelor,Mexico,Other,positive
1,female,45-54,other,Mexico,Other,positive
1,other,25-34,highschool,Spain,Other,negative
1,prefer not to say,55-64,other,United Kingdom,Other,neutral
1,prefer not to say,35-44,highschool,Canada,Other,positive
1,prefer not to say,18-24,phd,Angola,Other,positive
1,female,65+,phd,France,Other,positive
1,male,35-44,master,Japan,Other,positive
1,other,35-44,phd,Argentina,Other,neutral
1,male,other,elementary,Argentina,Other,positive
1,female,35-44,highschool,Switzerland,Other,positive
1,female,55-64,elementary,Germany,Other,neutral
1,prefer not to say,55-64,bachelor,Germany,Other,positive
1,male,45-54,phd,Canada,Other,positive
1,other,45-54,elementary,Portugal,Other,positive
1,other,25-34,bachelor,South Africa,Other,positive
1,other,65+,elementary,United States,Other,positive
1,other,55-64,bachelor,Portugal,Other,positive
1,female,45-54,elementary,Netherlands,Other,positive
1,female,other,highschool,United States,Other,positive
1,prefer not to say,55-64,master,Chile,Other,positive
1,other,65+,other,France,Other,neutral
1,male,55-64,other,Italy,Other,positive
1,female,65+,highschool,China,Other,neutral
1,prefer not to say,45-54,bachelor,Colombia,Other,positive
1,male,45-54,other,Argentina,Other,positive
1,prefer not to say,45-54,other,Switzerland,Other,positive
1,other,25-34,elementary,Mexico,Other,neutral
1,prefer not to say,25-34,elementary,China,Other,positive
1,female,other,master,Japan,Other,positive
1,prefer not to say,35-44,phd,Other,Other,positive
1,prefer not to say,35-44,master,Canada,Other,positive
1,female,65+,master,United Kingdom,Other,positive
1,male,25-34,bachelor,Switzerland,Other,positive
1,other,25-34,highschool,Japan,Other,positive
1,other,other,master,Peru,Other,positive
1,other,65+,bachelor,Canada,Other,neutral
1,male,65+,highschool,Peru,Other,positive
1,prefer not to say,25-34,highschool,Argentina,Other,neutral
1,other,55-64,elementary,South Korea,Other,positive
1,other,25-34,bachelor,South Korea,Other,positive
1,other,55-64,master,South Korea,Other,neutral
1,other,25-34,highschool,United States,Other,positive
1,prefer not to say,25-34,bachelor,France,Other,positive
1,prefer not to say,25-34,bachelor,South Africa,Other,positive
1,male,18-24,phd,South Africa,Other,positive
1,male,25-34,highschool,United Kingdom,Other,negative
1,male,65+,elementary,Brazil,CE,neutral
1,male,35-44,highschool,Switzerland,Other,positive
1,prefer not to say,other,bachelor,Chile,Other,positive
1,female,other,master,Peru,Other,neutral
1,prefer not to say,25-34,elementary,Mozambique,Other,positive
1,prefer not to say,55-64,elementary,Switzerland,Other,positive
1,male,35-44,bachelor,Colombia,Other,neutral
1,female,25-34,other,Italy,Other,positive
1,male,45-54,phd,Australia,Other,positive
1,female,55-64,bachelor,Angola,Other,positive
1,prefer not to say,25-34,other,Mozambique,Other,positive
1,prefer not to say,35-44,phd,Portugal,Other,positive
1,prefer not to say,18-24,other,Switzerland,Other,positive
1,prefer not to say,55-64,elementary,Netherlands,Other,neutral
1,other,18-24,elementary,Canada,Other,negative
1,male,55-64,elementary,Japan,Other,positive
1,prefer not to say,35-44,bachelor,Other,Other,negative
1,prefer not to say,35-44,elementary,Mozambique,Other,positive
1,female,other,bachelor,United States,Other,positive
1,other,65+,phd,Brazil,MG,neutral
1,female,18-24,master,China,Other,positive
1,female,55-64,bachelor,Argentina,Other,positive
1,female,25-34,highschool,Other,Other,positive
1,male,25-34,other,Canada,Other,positive
1,prefer not to say,55-64,highschool,Other,Other,positive
1,prefer not to say,35-44,master,Other,Other,positive
1,female,18-24,master,Mexico,Other,neutral
1,male,65+,other,Chile,Other,positive
1,female,55-64,elementary,Angola,Other,negative
1,male,18-24,master,France,Other,positive
1,prefer not to say,18-24,other,Mexico,Other,positive
1,other,18-24,other,Portugal,Other,positive
1,prefer not to say,25-34,other,Netherlands,Other,neutral
1,other,55-64,bachelor,Peru,Other,negative
1,other,other,phd,China,Other,positive
1,other,65+,other,Brazil,CE,neutral
1,female,65+,elementary,United Kingdom,Other,positive
1,other,35-44,phd,China,Other,positive
1,male,other,highschool,Peru,Other,positive
1,prefer not to say,65+,bachelor,Peru,Other,positive
1,prefer not to say,55-64,master,South Africa,Other,positive
1,female,35-44,elementary,Angola,Other,negative
1,male,65+,phd,South Africa,Other,negative
1,female,55-64,other,Mozambique,Other,positive
1,male,45-54,bachelor,China,Other,positive
1,male,45-54,elementary,Chile,Other,positive
1,prefer not to say,45-54,phd,Netherlands,Other,negative
1,other,18-24,elementary,Australia,Other,positive
1,prefer not to say,45-54,bachelor,Italy,Other,positive
1,female,35-44,elementary,Brazil,PR,negative
1,male,25-34,other,South Korea,Other,positive
1,prefer not to say,55-64,bachelor,Chile,Other,negative
1,other,25-34,highschool,Australia,Other,positive
1,other,55-64,master,Spain,Other,positive
1,prefer not to say,25-34,highschool,Mexico,Other,positive
1,other,18-24,phd,Portugal,Other,positive
1,female,65+,bachelor,Switzerland,Other,positive
1,male,45-54,highschool,France,Other,positive
1,male,55-64,master,Chile,Other,positive
1,male,25-34,other,Angola,Other,negative
1,prefer not to say,55-64,highschool,Japan,Other,positive
1,other,65+,bachelor,Portugal,Other,negative
1,female,other,master,Argentina,Other,positive
1,other,18-24,elementary,Italy,Other,positive
1,female,35-44,elementary,Italy,Other,negative
1,prefer not to say,other,highschool,China,Other,negative
1,other,25-34,other,China,Other,positive
1,female,65+,other,France,Other,positive
1,male,65+,other,Mexico,Other,positive
1,prefer not to say,25-34,master,Italy,Other,positive
1,prefer not to say,other,highschool,Canada,Other,positive
1,prefer not to say,45-54,master,Australia,Other,negative
1,other,45-54,other,South Korea,Other,positive
1,male,35-44,phd,Mexico,Other,positive
1,female,35-44,elementary,Argentina,Other,negative
1,male,other,master,Argentina,Other,positive
1,other,18-24,master,Germany,Other,positive
1,other,other,elementary,Switzerland,Other,positive
1,prefer not to say,other,other,South Africa,Other,positive
1,other,25-34,phd,Mexico,Other,positive
1,prefer not to say,35-44,phd,Japan,Other,neutral
1,female,35-44,elementary,Germany,Other,positive
1,other,55-64,master,Mozambique,Other,positive
1,male,other,phd,Switzerland,Other,positive
1,prefer not to say,18-24,elementary,United Kingdom,Other,positive
1,prefer not to say,45-54,phd,Spain,Other,positive
1,other,18-24,master,United States,Other,positive
1,prefer not to say,25-34,elementary,South Africa,Other,neutral
1,male,35-44,phd,Germany,Other,positive
1,female,35-44,phd,South Africa,Other,positive
1,other,other,bachelor,Mozambique,Other,positive
1,male,65+,elementary,Spain,Other,positive
1,prefer not to say,35-44,master,Australia,Other,positive
1,other,18-24,bachelor,Argentina,Other,neutral
1,female,18-24,highschool,Mexico,Other,neutral
1,male,35-44,bachelor,South Africa,Other,positive
1,prefer not to say,18-24,phd,Switzerland,Other,positive
1,other,55-64,bachelor,South Korea,Other,positive
1,other,25-34,master,Germany,Other,positive
1,female,55-64,phd,Netherlands,Other,positive
1,female,45-54,bachelor,Switzerland,Other,positive
1,female,35-44,other,Mexico,Other,negative
1,male,other,other,United Kingdom,Other,negative
1,female,45-54,master,Spain,Other,positive
1,male,55-64,elementary,United Kingdom,Other,positive
1,male,35-44,master,Brazil,GO,positive
1,prefer not to say,35-44,master,France,Other,positive
1,other,55-64,phd,Mexico,Other,positive
1,prefer not to say,18-24,highschool,Angola,Other,positive
1,prefer not to say,35-44,highschool,South Africa,Other,negative
1,other,55-64,master,South Africa,Other,positive
1,prefer not to say,45-54,phd,Portugal,Other,positive
1,other,25-34,master,Japan,Other,positive
1,other,45-54,elementary,Other,Other,neutral
1,female,25-34,other,Colombia,Other,positive
1,prefer not to say,18-24,elementary,Chile,Other,positive
1,other,65+,other,Netherlands,Other,neutral
1,other,55-64,bachelor,United Kingdom,Other,positive
1,female,18-24,master,Chile,Other,positive
1,female,65+,master,Spain,Other,positive
1,other,other,master,Other,Other,neutral
1,other,18-24,phd,South Africa,Other,positive
1,prefer not to say,55-64,other,Switzerland,Other,positive
1,female,45-54,master,Spain,Other,negative
1,other,65+,bachelor,Spain,Other,positive
1,female,25-34,elementary,Chile,Other,positive
1,other,45-54,phd,France,Other,positive
1,female,25-34,master,Italy,Other,positive
1,other,45-54,phd,Japan,Other,positive
1,prefer not to say,other,phd,Japan,Other,positive
1,female,35-44,elementary,Spain,Other,positive
1,female,other,master,Spain,Other,positive
1,prefer not to say,25-34,highschool,Switzerland,Other,negative
1,other,25-34,other,United Kingdom,Other,positive
1,female,55-64,highschool,Italy,Other,neutral
1,other,55-64,master,Spain,Other,negative
1,female,55-64,highschool,South Africa,Other,positive
1,male,18-24,phd,Portugal,Other,neutral
1,prefer not to say,55-64,other,Canada,Other,negative
1,other,55-64,highschool,Angola,Other,positive
1,other,55-64,phd,Germany,Other,positive
1,female,18-24,elementary,France,Other,positive
1,other,other,bachelor,Argentina,Other,positive
1,other,45-54,elementary,Chile,Other,positive
1,female,55-64,elementary,Argentina,Other,positive
1,female,35-44,elementary,South Africa,Other,positive
1,female,35-44,phd,Netherlands,Other,positive
1,female,65+,other,Chile,Other,negative
1,female,25-34,phd,Portugal,Other,positive
1,female,35-44,highschool,China,Other,neutral
1,male,18-24,bachelor,Switzerland,Other,positive
1,other,65+,bachelor,South Africa,Other,negative
1,other,35-44,elementary,Japan,Other,positive
1,female,18-24,phd,Spain,Other,positive
1,other,35-44,bachelor,Mexico,Other,positive
1,other,65+,bachelor,France,Other,negative
1,female,other,phd,Brazil,SC,positive
1,other,18-24,phd,Peru,Other,negative
1,prefer not to say,other,elementary,India,Other,negative
1,male,35-44,highschool,Portugal,Other,negative
1,other,25-34,phd,Mexico,Other,positive
1,male,55-64,phd,Netherlands,Other,positive
1,female,55-64,master,Colombia,Other,neutral
1,prefer not to say,other,bachelor,Colombia,Other,negative
1,prefer not to say,55-64,elementary,Portugal,Other,negative
1,other,18-24,elementary,Japan,Other,positive
1,male,18-24,other,Australia,Other,positive
1,male,65+,other,Mozambique,Other,positive
1,other,35-44,other,United States,Other,negative
1,prefer not to say,25-34,elementary,Italy,Other,positive
1,prefer not to say,35-44,highschool,France,Other,positive
1,female,45-54,highschool,Chile,Other,positive
1,female,65+,elementary,Other,Other,negative
1,prefer not to say,65+,master,Chile,Other,positive
1,female,65+,elementary,United Kingdom,Other,positive
1,prefer not to say,45-54,bachelor,Italy,Other,negative
1,female,other,other,Spain,Other,negative
1,male,45-54,phd,South Africa,Other,positive
1,female,25-34,highschool,Switzerland,Other,negative
1,male,55-64,bachelor,Japan,Other,negative
1,other,other,elementary,Mozambique,Other,positive
1,prefer not to say,65+,other,Mexico,Other,positive
1,other,35-44,bachelor,Portugal,Other,positive
1,male,45-54,phd,Other,Other,positive
1,other,18-24,bachelor,Italy,Other,neutral
1,male,18-24,highschool,Canada,Other,positive
1,other,35-44,highschool,Other,Other,negative
1,male,65+,elementary,Canada,Other,positive
1,other,65+,bachelor,Mozambique,Other,positive
1,female,35-44,bachelor,Portugal,Other,positive
1,female,35-44,phd,Canada,Other,positive
1,other,45-54,other,Chile,Other,positive
1,female,25-34,other,Netherlands,Other,neutral
1,prefer not to say,other,elementary,United Kingdom,Other,negative
1,prefer not to say,other,highschool,Angola,Other,positive
1,male,18-24,highschool,Mexico,Other,positive
1,prefer not to say,35-44,highschool,Netherlands,Other,negative
1,male,25-34,phd,Brazil,SP,positive
1,other,65+,other,India,Other,positive
1,male,other,master,Peru,Other,positive
1,female,25-34,master,South Korea,Other,positive
1,female,35-44,phd,France,Other,positive
1,female,35-44,bachelor,United Kingdom,Other,neutral
1,male,45-54,elementary,Germany,Other,positive
1,female,other,elementary,Mozambique,Other,neutral
1,female,45-54,elementary,United Kingdom,Other,negative
1,prefer not to say,25-34,phd,Mexico,Other,positive
1,female,65+,bachelor,Brazil,PR,positive
1,female,45-54,other,France,Other,positive
1,female,35-44,master,India,Other,positive
1,male,65+,phd,South Korea,Other,positive
1,other,45-54,phd,Portugal,Other,neutral
1,female,55-64,other,Angola,Other,negative
1,prefer not to say,35-44,master,Portugal,Other,positive
1,other,25-34,master,Canada,Other,positive
1,female,25-34,elementary,Germany,Other,neutral
1,male,35-44,other,Spain,Other,positive
1,female,45-54,bachelor,Chile,Other,positive
1,male,65+,elementary,Australia,Other,positive
1,other,25-34,highschool,Other,Other,positive
1,prefer not to say,25-34,master,Germany,Other,positive
1,female,45-54,master,Chile,Other,positive
1,male,55-64,bachelor,France,Other,positive
1,prefer not to say,45-54,bachelor,Angola,Other,positive
1,other,25-34,other,Brazil,RJ,positive
1,other,other,other,South Africa,Other,positive
1,other,18-24,phd,Germany,Other,positive
1,female,45-54,elementary,Brazil,PR,positive
1,male,65+,elementary,United States,Other,positive
1,prefer not to say,25-34,phd,United States,Other,neutral
1,other,18-24,highschool,Other,Other,positive
1,female,65+,master,Mexico,Other,positive
1,female,45-54,bachelor,Spain,Other,negative
1,other,45-54,master,Germany,Other,positive
1,male,55-64,phd,Italy,Other,positive
1,male,other,bachelor,Canada,Other,neutral
1,female,45-54,highschool,Italy,Other,positive
1,female,55-64,elementary,France,Other,positive
1,male,65+,bachelor,China,Other,positive
1,female,18-24,master,Japan,Other,negative
1,other,18-24,highschool,Australia,Other,positive
1,other,18-24,highschool,South Africa,Other,positive
1,other,55-64,master,Germany,Other,positive
1,male,35-44,phd,Switzerland,Other,positive
1,prefer not to say,45-54,master,Portugal,Other,positive
1,prefer not to say,55-64,other,South Korea,Other,positive
1,male,35-44,highschool,Mozambique,Other,positive
1,male,45-54,phd,Brazil,PR,positive
1,other,25-34,bachelor,Italy,Other,positive
1,prefer not to say,65+,other,Canada,Other,positive
1,female,25-34,highschool,Netherlands,Other,positive
1,prefer not to say,55-64,master,Colombia,Other,positive
1,female,25-34,other,Other,Other,positive
1,male,25-34,phd,Mexico,Other,positive
1,male,other,highschool,India,Other,positive
1,prefer not to say,45-54,highschool,Switzerland,Other,positive
1,female,other,highschool,Mexico,Other,neutral
1,prefer not to say,45-54,elementary,United Kingdom,Other,neutral
1,male,65+,elementary,United States,Other,neutral
1,female,55-64,master,Italy,Other,positive
1,other,65+,other,Canada,Other,positive
1,female,55-64,bachelor,Other,Other,positive
1,other,55-64,other,Netherlands,Other,positive
1,male,55-64,master,South Korea,Other,positive
1,other,35-44,phd,Angola,Other,positive
1,other,other,other,South Korea,Other,positive
1,female,35-44,highschool,Mozambique,Other,positive
1,other,35-44,bachelor,United Kingdom,Other,positive
1,female,55-64,phd,Netherlands,Other,positive
1,other,45-54,bachelor,Canada,Other,positive
1,other,25-34,other,Canada,Other,positive
1,other,other,bachelor,South Korea,Other,positive
1,other,other,bachelor,Mexico,Other,positive
1,prefer not to say,35-44,master,Chile,Other,positive
1,female,65+,master,Argentina,Other,positive
1,female,other,bachelor,Switzerland,Other,positive
1,female,other,other,Netherlands,Other,positive
1,male,18-24,elementary,China,Other,positive
1,prefer not to say,65+,highschool,France,Other,positive
1,female,other,phd,China,Other,positive
1,male,35-44,elementary,China,Other,positive
1,male,18-24,bachelor,Other,Other,neutral
1,other,18-24,master,Argentina,Other,positive
1,female,65+,highschool,South Korea,Other,positive
1,prefer not to say,65+,highschool,Netherlands,Other,negative
1,other,55-64,elementary,Brazil,CE,positive
1,female,18-24,highschool,Portugal,Other,neutral
1,male,other,master,Australia,Other,positive
1,other,65+,highschool,United Kingdom,Other,neutral
1,prefer not to say,other,bachelor,France,Other,positive
1,female,55-64,phd,Japan,Other,negative
1,prefer not to say,35-44,other,Canada,Other,neutral
1,female,35-44,bachelor,Mozambique,Other,positive
1,prefer not to say,55-64,master,Peru,Other,positive
1,prefer not to say,other,phd,Angola,Other,positive
1,female,65+,bachelor,Germany,Other,neutral
1,male,45-54,master,Peru,Other,negative
1,other,18-24,elementary,South Africa,Other,positive
1,other,55-64,other,Germany,Other,positive
1,other,55-64,highschool,Netherlands,Other,positive
1,prefer not to say,45-54,master,Canada,Other,positive
1,male,45-54,highschool,Other,Other,positive
1,other,25-34,highschool,India,Other,neutral
1,other,55-64,bachelor,Netherlands,Other,neutral
1,female,55-64,phd,United Kingdom,Other,positive
1,male,45-54,elementary,India,Other,positive
1,female,18-24,highschool,Chile,Other,negative
1,prefer not to say,45-54,highschool,India,Other,positive
1,other,25-34,highschool,Japan,Other,neutral
1,male,25-34,elementary,United Kingdom,Other,positive
1,female,65+,phd,Spain,Other,negative
1,female,25-34,other,Argentina,Other,positive
1,male,25-34,bachelor,Chile,Other,positive
1,male,55-64,elementary,China,Other,positive
1,prefer not to say,45-54,phd,Peru,Other,positive
1,prefer not to say,35-44,highschool,Colombia,Other,positive
1,prefer not to say,18-24,master,South Africa,Other,positive
